,Clean Age,Clean Name,Clean Ticket_p,Given Names_p,Title_p,Family Name_p,Unnamed: 0_p,PassengerId,Survived,Pclass_p,Name_p,Sex,is_adult_man,is_woman_or_child,is_male,is_female,Age_p,SibSp,Parch,Ticket_p,Fare,Cabin,Embarked_p,Clean Ticket_s,Pclass_s,Given Names_s,Title_s,Family Name_s,Unnamed: 0_s,Name_s,Age_s,Class/Dept,Ticket_s,Embarked_s,Job,_merge,Match Potential_x,_merge_x,Match Potential_y,_merge_y
613,32.0,mr ernest pearce,343271,ernest,mr,pearce,163.0,1055.0,,3.0,"Pearce, Mr. Ernest",male,False,False,True,False,,0.0,0.0,343271,7.0,,S,343271,3.0,ernest,mr,pearce,1757.0,"PEARCE, Mr Ernest",32,3rd class passenger,343271£7                             ,Southampton,Farmer                             ,both,,,,
614,29.0,mr thomas clinton pears,113776,thomas clinton,mr,pears,336.0,337.0,0.0,1.0,"Pears, Mr. Thomas Clinton",male,True,False,True,False,29.0,1.0,0.0,113776,66.6,C2,S,113776,1.0,thomas clinton,mr,pears,1761.0,"PEARS, Mr Thomas Clinton",29,1st class passenger,113776£66               12s               ,Southampton,Of Independent Means                             ,both,,,,
615,28.0,mr olaf pedersen,345498,olaf,mr,pedersen,91.0,983.0,,3.0,"Pedersen, Mr. Olaf",male,False,False,True,False,,0.0,0.0,345498,7.775,,S,345498,3.0,olaf,mr,pedersen,1763.0,"PEDERSEN, Mr Olaf",28,3rd class passenger,345498£7               15s               6d,Southampton,General Labourer                             ,both,,,,
616,21.0,mr edvard pekoniemi,3101294,edvard,mr,pekoniemi,115.0,116.0,0.0,3.0,"Pekoniemi, Mr. Edvard",male,True,False,True,False,21.0,0.0,0.0,STON/O 2. 3101294,7.925,,S,3101294,3.0,edvard,mr,pekoniemi,1766.0,"PEKONIEMI, Mr Edvard",21,3rd class passenger,3101294£7               18s               6d,Southampton,General Labourer                             ,both,,,,
617,19.0,mr frederick william pengelly,28665,frederick william,mr,pengelly,238.0,239.0,0.0,2.0,"Pengelly, Mr. Frederick William",male,True,False,True,False,19.0,0.0,0.0,28665,10.5,,S,28665,2.0,frederick william,mr,pengelly,1771.0,"PENGELLY, Mr Frederick William",19,2nd class passenger,28665£10               10s               ,Southampton,Miner                             ,both,,,,
618,22.0,mr john henry perkin,21174,john henry,mr,perkin,212.0,213.0,0.0,3.0,"Perkin, Mr. John Henry",male,True,False,True,False,22.0,0.0,0.0,A/5 21174,7.25,,S,21174,3.0,john henry,mr,perkin,1777.0,"PERKIN, Mr John Henry",22,3rd class passenger,21174£7               5s               ,Southampton,Farmer                             ,both,,,,
619,25.0,mr ernst ulrik persson,347083,ernst ulrik,mr,persson,267.0,268.0,1.0,3.0,"Persson, Mr. Ernst Ulrik",male,True,False,True,False,25.0,1.0,0.0,347083,7.775,,S,347083,3.0,ernst ulrik,mr,persson,1787.0,"PERSSON, Mr Ernst Ulrik",25,3rd class passenger,347083£7               15s               6d,Southampton,Chauffeur                             ,both,,,,
620,26.0,miss katie peters,330935,katie,miss,peters,680.0,681.0,0.0,3.0,"Peters, Miss. Katie",female,False,True,False,True,,0.0,0.0,330935,8.1375,,Q,330935,3.0,katie,miss,peters,1792.0,"PETERS, Miss Katie",26,3rd class passenger,330935£8               2s               9d,Queenstown,                             ,both,,,,
621,24.0,mr marius petersen,342441,marius,mr,petersen,129.0,1021.0,,3.0,"Petersen, Mr. Marius",male,True,False,True,False,24.0,0.0,0.0,342441,8.05,,S,342441,3.0,marius,mr,petersen,1794.0,"PETERSEN, Mr Marius",24,3rd class passenger,342441£8               1s               ,Southampton,Dairy Worker                             ,both,,,,
622,28.0,miss matilda petranec,349245,matilda,miss,petranec,100.0,101.0,0.0,3.0,"Petranec, Miss. Matilda",female,False,True,False,True,28.0,0.0,0.0,349245,7.8958,,S,349245,3.0,matilda,miss,petranec,1795.0,"PETRANEC, Miss Matilda",28,3rd class passenger,349245£7               17s               11d,Southampton,Servant                             ,both,,,,
623,18.0,miss ellen natalia pettersson,347087,ellen natalia,miss,pettersson,807.0,808.0,0.0,3.0,"Pettersson, Miss. Ellen Natalia",female,False,True,False,True,18.0,0.0,0.0,347087,7.775,,S,347087,3.0,ellen natalia,miss,pettersson,1799.0,"PETTERSSON, Miss Ellen Natalia",18,3rd class passenger,347087£7               15s               6d,Southampton,                             ,both,,,,
624,52.0,major arthur godfrey peuchen,113786,arthur godfrey,major,peuchen,449.0,450.0,1.0,1.0,"Peuchen, Major. Arthur Godfrey",male,True,False,True,False,52.0,0.0,0.0,113786,30.5,C104,S,113786,1.0,arthur godfrey,major,peuchen,1801.0,"PEUCHEN, Major Arthur Godfrey",52,1st class passenger,113786£30               10s               ,Southampton,                             ,both,,,,
625,21.0,miss alice frances louisa phillips,,alice frances louisa,miss,phillips,186.0,1078.0,,2.0,"Phillips, Miss. Alice Frances Louisa",female,False,True,False,True,21.0,0.0,1.0,S.O./P.P. 2,21.0,,S,,2.0,alice frances louisa,miss,phillips,1805.0,"PHILLIPS, Miss Alice Frances Louisa",21,2nd class passenger,2£21                             ,Southampton,                             ,both,,,,
626,43.0,mr escott robert phillips,,escott robert,mr,phillips,302.0,1194.0,,2.0,"Phillips, Mr. Escott Robert",male,True,False,True,False,43.0,0.0,1.0,S.O./P.P. 2,21.0,,S,,2.0,escott robert,mr,phillips,1804.0,"PHILLIPS, Mr Escott Robert",42,2nd class passenger,2£21                             ,Southampton,                             ,both,,,,
627,32.0,mrs rosa pinsky,234604,rosa,mrs,pinsky,190.0,191.0,1.0,2.0,"Pinsky, Mrs. (Rosa)",female,False,True,False,True,32.0,0.0,0.0,234604,13.0,,S,234604,2.0,rosa,mrs,pinsky,1817.0,"PINSKY, Mrs Rosa",32,2nd class passenger,234604£13                             ,Southampton,                             ,both,,,,
628,27.0,mr vasil plotcharsky,349227,vasil,mr,plotcharsky,384.0,385.0,0.0,3.0,"Plotcharsky, Mr. Vasil",male,False,False,True,False,,0.0,0.0,349227,7.8958,,S,349227,3.0,vasil,mr,plotcharsky,1821.0,"PLOTCHARSKY, Mr Vasil",27,3rd class passenger,349227£7               17s               11d,Southampton,General Labourer                             ,both,,,,
629,24.0,mr tome pokrnic,315092,tome,mr,pokrnic,303.0,1195.0,,3.0,"Pokrnic, Mr. Tome",male,True,False,True,False,24.0,0.0,0.0,315092,8.6625,,S,315092,3.0,tome,mr,pokrnic,1826.0,"POKRNIC, Mr Tome",24,3rd class passenger,315092£8               13s               3d,Southampton,                             ,both,,,,
630,17.0,mr mate pokrnic,315095,mate,mr,pokrnic,269.0,1161.0,,3.0,"Pokrnic, Mr. Mate",male,False,True,True,False,17.0,0.0,0.0,315095,8.6625,,S,315095,3.0,mate,mr,pokrnic,1825.0,"POKRNIC, Mr Mate",17,3rd class passenger,315095£8               13s               3d,Southampton,                             ,both,,,,
631,34.0,mr martin ponesell,250647,martin,mr,ponesell,800.0,801.0,0.0,2.0,"Ponesell, Mr. Martin",male,True,False,True,False,34.0,0.0,0.0,250647,13.0,,S,250647,2.0,martin,mr,ponesell,1828.0,"PONESELL, Mr Martin",24,2nd class passenger,250647£13                             ,Southampton,                             ,both,,,,
632,30.0,mr emilio ilario giuseppe portaluppi,34644,emilio ilario giuseppe,mr,portaluppi,264.0,1156.0,,2.0,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,True,False,True,False,30.0,0.0,0.0,C.A. 34644,12.7375,,C,34644,2.0,emilio ilario giuseppe,mr,portaluppi,1831.0,"PORTALUPPI, Mr Emilio Ilario Giuseppe",30,2nd class passenger,34644£12               14s               9d,Cherbourg,                             ,both,,,,
633,47.0,mr walter chamberlain porter,110465,walter chamberlain,mr,porter,110.0,111.0,0.0,1.0,"Porter, Mr. Walter Chamberlain",male,True,False,True,False,47.0,0.0,0.0,110465,52.0,C110,S,110465,1.0,walter chamberlain,mr,porter,1832.0,"PORTER, Mr Walter Chamberlain",46,1st class passenger,110465£52                             ,Southampton,                             ,both,,,,
634,27.0,mr franz pulbaum,2168,franz,mr,pulbaum,51.0,943.0,,2.0,"Pulbaum, Mr. Franz",male,True,False,True,False,27.0,0.0,0.0,SC/PARIS 2168,15.0333,,C,2168,2.0,franz,mr,pulbaum,1848.0,"PULBAUM, Mr Franz",27,2nd class passenger,2168£15                             8d,Cherbourg,                             ,both,,,,
635,2.0,miss phyllis may quick,26360,phyllis may,miss,quick,530.0,531.0,1.0,2.0,"Quick, Miss. Phyllis May",female,False,True,False,True,2.0,1.0,1.0,26360,26.0,,S,26360,2.0,phyllis may,miss,quick,1854.0,"QUICK, Miss Phyllis May",2,2nd class passenger,26360£26                             ,Southampton,                             ,both,,,,
636,8.0,miss winifred vera quick,26360,winifred vera,miss,quick,203.0,1095.0,,2.0,"Quick, Miss. Winifred Vera",female,False,True,False,True,8.0,1.0,1.0,26360,26.0,,S,26360,2.0,winifred vera,miss,quick,1853.0,"QUICK, Miss Winifred Vera",8,2nd class passenger,26360£26                             ,Southampton,                             ,both,,,,
637,27.0,mr alexander radeff,349223,alexander,mr,radeff,656.0,657.0,0.0,3.0,"Radeff, Mr. Alexander",male,False,False,True,False,,0.0,0.0,349223,7.8958,,S,349223,3.0,alexander,mr,radeff,1856.0,"RADEFF, Mr Alexander",27,3rd class passenger,349223£7               17s               11d,Southampton,General Labourer                             ,both,,,,
638,30.0,mr raihed razi,2629,raihed,mr,razi,859.0,860.0,0.0,3.0,"Razi, Mr. Raihed",male,False,False,True,False,,0.0,0.0,2629,7.2292,,C,2629,3.0,raihed,mr,razi,1864.0,"RAZI, Mr Raihed",30,3rd class passenger,2629£7               4s               7d,Cherbourg,                             ,both,,,,
639,19.0,mr james george reed,362316,james george,mr,reed,250.0,251.0,0.0,3.0,"Reed, Mr. James George",male,False,False,True,False,,0.0,0.0,362316,7.25,,S,362316,3.0,james george,mr,reed,1866.0,"REED, Mr James George",19,3rd class passenger,362316£7               5s               ,Southampton,Butcher                             ,both,,,,
640,36.0,mr david reeves,17248,david,mr,reeves,265.0,266.0,0.0,2.0,"Reeves, Mr. David",male,True,False,True,False,36.0,0.0,0.0,C.A. 17248,10.5,,S,17248,2.0,david,mr,reeves,1868.0,"REEVES, Mr David",36,2nd class passenger,17248£10               10s               ,Southampton,Carpenter / Joiner                             ,both,,,,
641,38.0,mr tido rekic,349249,tido,mr,rekic,108.0,109.0,0.0,3.0,"Rekic, Mr. Tido",male,True,False,True,False,38.0,0.0,0.0,349249,7.8958,,S,349249,3.0,tido,mr,rekic,1872.0,"REKIC, Mr Tido",38,3rd class passenger,349249£7               17s               11d,Southampton,General Labourer                             ,both,,,,
642,34.0,mr peter henry renouf,31027,peter henry,mr,renouf,476.0,477.0,0.0,2.0,"Renouf, Mr. Peter Henry",male,True,False,True,False,34.0,1.0,0.0,31027,21.0,,S,31027,2.0,peter henry,mr,renouf,1874.0,"RENOUF, Mr Peter Henry",33,2nd class passenger,31027£21                             ,Southampton,Carpenter / Joiner                             ,both,,,,
643,21.0,mr harold j reynolds,342684,harold j,mr,reynolds,221.0,1113.0,,3.0,"Reynolds, Mr. Harold J",male,True,False,True,False,21.0,0.0,0.0,342684,8.05,,S,342684,3.0,harold j,mr,reynolds,1879.0,"REYNOLDS, Mr Harold J.",21,3rd class passenger,342684£8               1s               ,Southampton,Baker                             ,both,,,,
644,33.0,mr george alexander lucien rheims,17607,george alexander lucien,mr,rheims,290.0,1182.0,,1.0,"Rheims, Mr. George Alexander Lucien",male,False,False,True,False,,0.0,0.0,PC 17607,39.6,,S,17607,1.0,george alexander lucien,mr,rheims,1880.0,"RHEIMS, Mr George Alexander Lucien",33,1st class passenger,17607£39               12s               ,Cherbourg,Businessman                             ,both,,,,
645,8.0,master george hugh rice,382652,george hugh,master,rice,787.0,788.0,0.0,3.0,"Rice, Master. George Hugh",male,False,True,True,False,8.0,4.0,1.0,382652,29.125,,Q,382652,3.0,george hugh,master,rice,1884.0,"RICE, Master George Hugh",8,3rd class passenger,382652£29               2s               6d,Queenstown,                             ,both,,,,
646,4.0,master arthur rice,382652,arthur,master,rice,171.0,172.0,0.0,3.0,"Rice, Master. Arthur",male,False,True,True,False,4.0,4.0,1.0,382652,29.125,,Q,382652,3.0,arthur,master,rice,1886.0,"RICE, Master Arthur",4,3rd class passenger,382652£29               2s               6d,Queenstown,                             ,both,,,,
647,10.0,master albert rice,382652,albert,master,rice,55.0,947.0,,3.0,"Rice, Master. Albert",male,False,True,True,False,10.0,4.0,1.0,382652,29.125,,Q,382652,3.0,albert,master,rice,1883.0,"RICE, Master Albert",10,3rd class passenger,382652£29               2s               6d,Queenstown,                             ,both,,,,
648,7.0,master eric rice,382652,eric,master,rice,278.0,279.0,0.0,3.0,"Rice, Master. Eric",male,False,True,True,False,7.0,4.0,1.0,382652,29.125,,Q,382652,3.0,eric,master,rice,1885.0,"RICE, Master Eric",7,3rd class passenger,382652£29               2s               6d,Queenstown,                             ,both,,,,
649,3.0,master william rowe richards,29106,william rowe,master,richards,407.0,408.0,1.0,2.0,"Richards, Master. William Rowe",male,False,True,True,False,3.0,1.0,1.0,29106,18.75,,S,29106,2.0,william rowe,master,richards,1894.0,"RICHARDS, Master William Rowe",3,2nd class passenger,29106£18               15s               ,Southampton,                             ,both,,,,
650,50.0,miss lucy ridsdale,14258,lucy,miss,ridsdale,526.0,527.0,1.0,2.0,"Ridsdale, Miss. Lucy",female,False,True,False,True,50.0,0.0,0.0,W./C. 14258,10.5,,S,14258,2.0,lucy,miss,ridsdale,1900.0,"RIDSDALE, Miss Lucy",50,2nd class passenger,14258£10               10s               ,Southampton,                             ,both,,,,
651,69.0,mr samuel beard risien,364498,samuel beard,mr,risien,538.0,539.0,0.0,3.0,"Risien, Mr. Samuel Beard",male,False,False,True,False,,0.0,0.0,364498,14.5,,S,364498,3.0,samuel beard,mr,risien,1907.0,"RISIEN, Mr Samuel Beard",69,3rd class passenger,364498£14               10s               ,Southampton,Hotelier                             ,both,,,,
652,58.0,mrs emma risien,364498,emma,mrs,risien,382.0,1274.0,,3.0,"Risien, Mrs. Samuel (Emma)",female,False,True,False,True,,0.0,0.0,364498,14.5,,S,364498,3.0,emma,mrs,risien,1908.0,"RISIEN, Mrs Emma",58,3rd class passenger,364498£14               10s               ,Southampton,                             ,both,,,,
653,42.0,mr victor robbins,17757,victor,mr,robbins,557.0,558.0,0.0,1.0,"Robbins, Mr. Victor",male,False,False,True,False,,0.0,0.0,PC 17757,227.525,,C,17757,1.0,victor,mr,robbins,1909.0,"ROBBINS, Mr Victor",42,1st class passengerservant,17757£247               10s               6d,Cherbourg,Servant                             ,both,,,,
654,50.0,mr alexander a robins,3337,alexander a,mr,robins,25.0,917.0,,3.0,"Robins, Mr. Alexander A",male,True,False,True,False,50.0,1.0,0.0,A/5. 3337,14.5,,S,3337,3.0,alexander a,mr,robins,1916.0,"ROBINS, Mr Alexander A.",50,3rd class passenger,3337£14               10s               ,Southampton,Mason                             ,both,,,,
655,31.0,mr washington augustus ii roebling,17590,washington augustus ii,mr,roebling,867.0,868.0,0.0,1.0,"Roebling, Mr. Washington Augustus II",male,True,False,True,False,31.0,0.0,0.0,PC 17590,50.4958,A24,S,17590,1.0,washington augustus ii,mr,roebling,1922.0,"ROEBLING, Mr Washington Augustus II",31,1st class passenger,17590£50               9s               11d,Southampton,Of Independent Means                             ,both,,,,
656,19.0,mr reginald harry rogers,28004,reginald harry,mr,rogers,317.0,1209.0,,2.0,"Rogers, Mr. Reginald Harry",male,True,False,True,False,19.0,0.0,0.0,28004,10.5,,S,28004,2.0,reginald harry,mr,rogers,1924.0,"ROGERS, Mr Reginald Harry",18,2nd class passenger,28004£10               10s               ,Southampton,                             ,both,,,,
657,29.0,mr william john rogers,23567,william john,mr,rogers,45.0,46.0,0.0,3.0,"Rogers, Mr. William John",male,False,False,True,False,,0.0,0.0,S.C./A.4. 23567,8.05,,S,23567,3.0,william john,mr,rogers,1925.0,"ROGERS, Mr William John",29,3rd class passenger,23567£8               1s               ,Southampton,Miner                             ,both,,,,
658,49.0,mr knud paust rommetvedt,312993,knud paust,mr,rommetvedt,667.0,668.0,0.0,3.0,"Rommetvedt, Mr. Knud Paust",male,False,False,True,False,,0.0,0.0,312993,7.775,,S,312993,3.0,knud paust,mr,rommetvedt,1929.0,"ROMMETVEDT, Mr Knud Paust",49,3rd class passenger,312993£7               15s               6d,Southampton,Tailor                             ,both,,,,
659,38.0,mr hugh roscoe rood,113767,hugh roscoe,mr,rood,185.0,186.0,0.0,1.0,"Rood, Mr. Hugh Roscoe",male,False,False,True,False,,0.0,0.0,113767,50.0,A32,S,113767,1.0,hugh roscoe,mr,rood,1930.0,"ROOD, Mr Hugh Roscoe",38,1st class passenger,113767£50                             ,Southampton,                             ,both,,,,
660,18.0,mr viktor richard rosblom,370129,viktor richard,mr,rosblom,424.0,425.0,0.0,3.0,"Rosblom, Mr. Viktor Richard",male,False,False,True,False,18.0,1.0,1.0,370129,20.2125,,S,370129,3.0,viktor richard,mr,rosblom,1933.0,"ROSBLOM, Mr Viktor Richard",18,3rd class passenger,370129£20               4s               3d,Southampton,General Labourer                             ,both,,,,
661,2.0,miss salli helena rosblom,370129,salli helena,miss,rosblom,284.0,1176.0,,3.0,"Rosblom, Miss. Salli Helena",female,False,True,False,True,2.0,1.0,1.0,370129,20.2125,,S,370129,3.0,salli helena,miss,rosblom,1932.0,"ROSBLOM, Miss Salli Helena",2,3rd class passenger,370129£20               4s               3d,Southampton,                             ,both,,,,
662,41.0,mrs helena wilhelmina rosblom,370129,helena wilhelmina,mrs,rosblom,254.0,255.0,0.0,3.0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,False,True,False,True,41.0,0.0,2.0,370129,20.2125,,S,370129,3.0,helena wilhelmina,mrs,rosblom,1931.0,"ROSBLOM, Mrs Helena Wilhelmina",41,3rd class passenger,370129£20               4s               3d,Southampton,                             ,both,,,,
663,33.0,miss edith louise rosenbaum,17613,edith louise,miss,rosenbaum,208.0,1100.0,,1.0,"Rosenbaum, Miss. Edith Louise",female,False,True,False,True,33.0,0.0,0.0,PC 17613,27.7208,A11,C,17613,1.0,edith louise,miss,rosenbaum,1934.0,"ROSENBAUM, Miss Edith Louise",34,1st class passenger,17613£27               14s               5d,Cherbourg,Journalist                             ,both,,,,
664,36.0,mr john hugo ross,13049,john hugo,mr,ross,583.0,584.0,0.0,1.0,"Ross, Mr. John Hugo",male,True,False,True,False,36.0,0.0,0.0,13049,40.125,A10,C,13049,1.0,john hugo,mr,ross,1936.0,"ROSS, Mr John Hugo",36,1st class passenger,13049£40               2s               6d,Southampton,                             ,both,,,,
665,26.0,miss sarah a roth,342712,sarah a,miss,roth,36.0,928.0,,3.0,"Roth, Miss. Sarah A",female,False,True,False,True,,0.0,0.0,342712,8.05,,S,342712,3.0,sarah a,miss,roth,1938.0,"ROTH, Miss Sarah A.",26,3rd class passenger,342712£8               1s               ,Southampton,Tailor                             ,both,,,,
666,55.0,mr martin rothschild,17603,martin,mr,rothschild,20.0,912.0,,1.0,"Rothschild, Mr. Martin",male,True,False,True,False,55.0,1.0,0.0,PC 17603,59.4,,C,17603,1.0,martin,mr,rothschild,1940.0,"ROTHSCHILD, Mr Martin",46,1st class passenger,17603£59               8s               ,Cherbourg,                             ,both,,,,
667,50.0,mr richard henry rouse,3594,richard henry,mr,rouse,482.0,483.0,0.0,3.0,"Rouse, Mr. Richard Henry",male,True,False,True,False,50.0,0.0,0.0,A/5 3594,8.05,,S,3594,3.0,richard henry,mr,rouse,1944.0,"ROUSE, Mr Richard Henry",53,3rd class passenger,3594£8               1s               ,Southampton,Farm Labourer                             ,both,,,,
668,33.0,mr alfred g rowe,113790,alfred g,mr,rowe,323.0,1215.0,,1.0,"Rowe, Mr. Alfred G",male,True,False,True,False,33.0,0.0,0.0,113790,26.55,,S,113790,1.0,alfred g,mr,rowe,1946.0,"ROWE, Mr Alfred G.",59,1st class passenger,113790£26               11s               ,Southampton,Landowner                             ,both,,,,
669,21.0,miss emily rugg,31026,emily,miss,rugg,56.0,57.0,1.0,2.0,"Rugg, Miss. Emily",female,False,True,False,True,21.0,0.0,0.0,C.A. 31026,10.5,,S,31026,2.0,emily,miss,rugg,1950.0,"RUGG, Miss Emily",21,2nd class passenger,31026£10               10s               ,Southampton,                             ,both,,,,
670,16.0,mr alfred george john rush,20589,alfred george john,mr,rush,574.0,575.0,0.0,3.0,"Rush, Mr. Alfred George John",male,False,True,True,False,16.0,0.0,0.0,A/4. 20589,8.05,,S,20589,3.0,alfred george john,mr,rush,1952.0,"RUSH, Mr Alfred George John",16,3rd class passenger,20589£8               1s               ,Southampton,Porter                             ,both,,,,
671,29.0,mr patrick ryan,371110,patrick,mr,ryan,517.0,518.0,0.0,3.0,"Ryan, Mr. Patrick",male,False,False,True,False,,0.0,0.0,371110,24.15,,Q,371110,3.0,patrick,mr,ryan,1955.0,"RYAN, Mr Patrick",29,3rd class passenger,371110£24               3s               ,Queenstown,General Labourer                             ,both,,,,
672,24.0,mr edward ryan,383162,edward,mr,ryan,107.0,999.0,,3.0,"Ryan, Mr. Edward",male,False,False,True,False,,0.0,0.0,383162,7.75,,Q,383162,3.0,edward,mr,ryan,1956.0,"RYAN, Mr Edward",24,3rd class passenger,383162£7               15s               ,Queenstown,General Labourer                             ,both,,,,
673,21.0,miss susan parker suzette ryerson,17608,susan parker suzette,miss,ryerson,742.0,743.0,1.0,1.0,"Ryerson, Miss. Susan Parker ""Suzette""",female,False,True,False,True,21.0,2.0,2.0,PC 17608,262.375,B57 B59 B63 B66,C,17608,1.0,susan parker suzette,miss,ryerson,1961.0,"RYERSON, Miss Susan Parker ""Suzette""",21,1st class passenger,17608£262               7s               6d,Cherbourg,                             ,both,,,,
674,13.0,master john borie ryerson,17608,john borie,master,ryerson,64.0,956.0,,1.0,"Ryerson, Master. John Borie",male,False,True,True,False,13.0,2.0,2.0,PC 17608,262.375,B57 B59 B63 B66,C,17608,1.0,john borie,master,ryerson,1962.0,"RYERSON, Master John Borie",13,1st class passenger,17608£262               7s               6d,Cherbourg,                             ,both,,,,
675,18.0,miss emily borie ryerson,17608,emily borie,miss,ryerson,311.0,312.0,1.0,1.0,"Ryerson, Miss. Emily Borie",female,False,True,False,True,18.0,2.0,2.0,PC 17608,262.375,B57 B59 B63 B66,C,17608,1.0,emily borie,miss,ryerson,1960.0,"RYERSON, Miss Emily Borie",18,1st class passenger,17608£262               7s               6d,Cherbourg,                             ,both,,,,
676,61.0,mr arthur larned ryerson,17608,arthur larned,mr,ryerson,142.0,1034.0,,1.0,"Ryerson, Mr. Arthur Larned",male,True,False,True,False,61.0,1.0,3.0,PC 17608,262.375,B57 B59 B63 B66,C,17608,1.0,arthur larned,mr,ryerson,1958.0,"RYERSON, Mr Arthur Larned",61,1st class passenger,17608£262               7s               6d,Cherbourg,                             ,both,,,,
677,30.0,mr amin saad,2671,amin,mr,saad,832.0,833.0,0.0,3.0,"Saad, Mr. Amin",male,False,False,True,False,,0.0,0.0,2671,7.2292,,C,2671,3.0,amin,mr,saad,1964.0,"SAAD, Mr Amin",30,3rd class passenger,2671£7               4s               7d,Cherbourg,Farm Labourer                             ,both,,,,
678,25.0,mr khalil saad,2672,khalil,mr,saad,693.0,694.0,0.0,3.0,"Saad, Mr. Khalil",male,True,False,True,False,25.0,0.0,0.0,2672,7.225,,C,2672,3.0,khalil,mr,saad,1965.0,"SAAD, Mr Khalil",27,3rd class passenger,2672£7               4s               6d,Cherbourg,Farm Labourer                             ,both,,,,
679,47.0,mr adolphe saalfeld,19988,adolphe,mr,saalfeld,298.0,299.0,1.0,1.0,"Saalfeld, Mr. Adolphe",male,False,False,True,False,,0.0,0.0,19988,30.5,C106,S,19988,1.0,adolphe,mr,saalfeld,1966.0,"SAALFELD, Mr Adolphe",47,1st class passenger,19988£30               10s               ,Southampton,Businessman                             ,both,,,,
680,20.0,mr matthew sadlier,367655,matthew,mr,sadlier,388.0,389.0,0.0,3.0,"Sadlier, Mr. Matthew",male,False,False,True,False,,0.0,0.0,367655,7.7292,,Q,367655,3.0,matthew,mr,sadlier,1968.0,"SADLIER, Mr Matthew",20,3rd class passenger,367655£7               14s               7d,Queenstown,Farm Labourer                             ,both,,,,
681,17.0,mr harry sadowitz,1588,harry,mr,sadowitz,312.0,1204.0,,3.0,"Sadowitz, Mr. Harry",male,False,False,True,False,,0.0,0.0,LP 1588,7.575,,S,1588,3.0,harry,mr,sadowitz,1969.0,"SADOWITZ, Mr Harry",17,3rd class passenger,1588£7               11s               10d,Southampton,Fur Cutter                             ,both,,,,
682,16.0,mr frederick sage,2343,frederick,mr,sage,201.0,202.0,0.0,3.0,"Sage, Mr. Frederick",male,False,False,True,False,,8.0,2.0,CA. 2343,69.55,,S,2343,3.0,frederick,mr,sage,1975.0,"SAGE, Mr Frederick",16,3rd class passenger,2343£69               11s               ,Southampton,Cook                             ,both,,,,
683,4.0,master thomas henry sage,2343,thomas henry,master,sage,159.0,160.0,0.0,3.0,"Sage, Master. Thomas Henry",male,False,False,True,False,,8.0,2.0,CA. 2343,69.55,,S,2343,3.0,thomas henry,master,sage,1980.0,"SAGE, Master Thomas Henry",4,3rd class passenger,2343£69               11s               ,Southampton,                             ,both,,,,
684,18.0,mr douglas bullen sage,2343,douglas bullen,mr,sage,846.0,847.0,0.0,3.0,"Sage, Mr. Douglas Bullen",male,False,False,True,False,,8.0,2.0,CA. 2343,69.55,,S,2343,3.0,douglas bullen,mr,sage,1974.0,"SAGE, Mr Douglas Bullen",18,3rd class passenger,2343£69               11s               ,Southampton,Baker                             ,both,,,,
685,7.0,miss constance gladys sage,2343,constance gladys,miss,sage,180.0,181.0,0.0,3.0,"Sage, Miss. Constance Gladys",female,False,True,False,True,,8.0,2.0,CA. 2343,69.55,,S,2343,3.0,constance gladys,miss,sage,1979.0,"SAGE, Miss Constance Gladys",7,3rd class passenger,2343£69               11s               ,Southampton,                             ,both,,,,
686,44.0,mr john george sage,2343,john george,mr,sage,342.0,1234.0,,3.0,"Sage, Mr. John George",male,False,False,True,False,,1.0,9.0,CA. 2343,69.55,,S,2343,3.0,john george,mr,sage,1970.0,"SAGE, Mr John George",44,3rd class passenger,2343£69               11s               ,Southampton,Tradesman                             ,both,,,,
687,24.0,mr karl johan salander,7266,karl johan,mr,salander,253.0,1145.0,,3.0,"Salander, Mr. Karl Johan",male,True,False,True,False,24.0,0.0,0.0,7266,9.325,,S,7266,3.0,karl johan,mr,salander,1982.0,"SALANDER, Mr Karl Johan",24,3rd class passenger,7266£9               6s               6d,Southampton,General Labourer                             ,both,,,,
688,21.0,miss anna kristine salkjelsvik,343120,anna kristine,miss,salkjelsvik,106.0,107.0,1.0,3.0,"Salkjelsvik, Miss. Anna Kristine",female,False,True,False,True,21.0,0.0,0.0,343120,7.65,,S,343120,3.0,anna kristine,miss,salkjelsvik,1983.0,"SALKJELSVIK, Miss Anna Kristine",21,3rd class passenger,343120£7               13s               ,Southampton,                             ,both,,,,
689,39.0,mr johan werner salonen,3101296,johan werner,mr,salonen,528.0,529.0,0.0,3.0,"Salonen, Mr. Johan Werner",male,True,False,True,False,39.0,0.0,0.0,3101296,7.925,,S,3101296,3.0,johan werner,mr,salonen,1985.0,"SALONEN, Mr Johan Werner",29,3rd class passenger,3101296£7               18s               6d,Southampton,General Labourer                             ,both,,,,
690,17.0,mr elias samaan,2662,elias,mr,samaan,29.0,921.0,,3.0,"Samaan, Mr. Elias",male,False,False,True,False,,2.0,0.0,2662,21.6792,,C,2662,3.0,elias,mr,samaan,1988.0,"SAMAAN, Mr Elias",17,3rd class passenger,2662£21               13s               7d,Cherbourg,General Labourer                             ,both,,,,
